CIB,9412969405
CIBR,0
CIEN,71749803813
CIFR,7847162914
CIGI,5977102904
CINF,25971571884
CL,68754363554
CLF,5669741439
CLH,16031358023
CLIP,0
CLM,0
CLOB,0
CLOI,0
CLOU,0
CLS,45528419863
CLX,12644962633
CM,100577575761
CMC,7337418199
CMCSA,106604176802
CME,104361744500
CMG,46665816090
CMI,86712288676
CMIIU,0
CMS,23946739926
CNA,13010065482
CNC,18770956058
CNCR,0
CNH,13138727208
CNI,67363076415
CNM,9886274008
CNP,28073478112
CNQ,89696796000
CNTA,6130187939
CNX,5505377134
COF,129064865893
COGT,6046003545
COHR,64684988577
COIN,54486629620
COKE,12659197433
COLB,8592517864
COMP,6073623466
COO,13669714724
COP,141662533979
COPX,0
COR,63720470196
CORZ,6264556820
COST,443603738221
CP,73112305802
CPA,5166179486
CPAY,22130409134
CPB,6258094783
CPNG,39397528032
CPRT,32222665579
CPT,10828721237
CQQQ,0
CR,11133594996
CRAK,0
CRBG,12885097584
CRC,5567352792
CRCL,26182055582
CRDO,29639260859
CRF,0
CRH,78346180516
CRL,9072999605
CRM,168115220000
CROX,5318230809
CRRFY,0
CRS,22199692770
CRSP,5589395493
CRUS,8559039874
CRWD,107519693456
CRWV,61426658341
CSCCF,0
CSCO,340678274873
CSGP,16674189916
CSL,14785672429
CSX,80607026511
CTAS,71683609111
CTRA,23453934166
CTRE,8817870783
CTSH,29316536196
CTVA,53936781371
CUBE,9072919719
CUK,41626661998
CVE,46069821227
CVNA,84909078597
CVS,99068020352
CVX,366560620184
CW,27150760346
CWAN,7123690395
CWB,0
CWEN,8032268451
CWI,0
CWST,5158669376
CX,17365392800
CXSE,0
CYATY,0
CYBR,0
CYTK,8216190855
CZR,5539842192
D,54864977635
DAL,47119617713
DAPP,0
DAR,9198358299
DASH,79886661869
DAX,0
DB,64107800264
DBA,0
DBB,0
DBC,0
DBCA,0
DBCAU,0
DBX,5791757536
DCI,10330630476
DD,19406599779
DDLS,0
DDOG,44801116765
DDWM,0
DE,159487545730
DECK,15969371738
DELL,126921858044
DEM,0
DEO,45574665513
DES,0
DEW,0
DFE,0
DFEN,0
DFJ,0
DG,27898270218
DGRE,0
DGRO,0
DGRS,0
DGRW,0
DGS,0
DGX,21585706792
DHI,43400465605
DHR,137824461850
DHS,0
DIA,0
DIDIY,0
DIM,0
DINO,10302627839
DIS,188294844963
DIV,0
DJIA,0
DKNG,11312850787
DKS,19978108155
DLB,6175693512
DLN,0
DLR,69966976707
DLS,0
DLTR,20899800127
DNL,0
DNP,0
DNTH,5077892383
DOC,12076608184
DOCN,7877625529
DOCU,8893133427
DOL,0
DON,0
DOV,29529858302
DOW,25618449679
DOX,7300627323
DPZ,12511967418
DRI,23029553053
DRIV,0
DRS,11855392069
DSGX,6573116228
DSU,0
DT,10617739658
DTCR,0
DTD,0
DTE,30575972637
DTEGY,0
DTH,0
DTM,13694375200
DUK,99622399529
DVA,9880388000
DVAX,0
DVN,27486304425
DVY,0
DWM,0
DXCM,24688153068
DXJ,0
DXYZ,0
DY,11971543263
E,82209238603
EA,51009214321
EAT,6887048870
EB,0
EBAY,46883200000
EBND,0
EC,27856560659
ECC,0
ECG,6574669269
ECL,77610051446
ED,40581600247
EDD,0
EDF,0
EDU,23565506517
EEM,0
EES,0
EFX,23670920623
EG,17483153021
EGO,6857225642
EGP,10797261638
EHC,10576885475
EINC,0
EIX,27232096033
EL,27563600677
ELAN,11825305116
ELD,0
ELS,12682863143
ELV,70962742068
EMA,16047497665
EMBD,0
EMBJ,12279796719
EMBX,0
EME,35895474824
EMLC,0
EMMF,0
EMN,8418099827
EMPD,0
EMR,82248700000
ENB,114943681047
ENIC,6307990017
ENS,7333423426
ENSG,11689219737
ENTG,22237474772
EOG,68801981992
EONGY,0
EPAM,6888035938
EPD,79271764246
EPI,0
EPRT,7045968570
EPS,0
EQH,11698915405
EQIX,107363500418
EQNR,88684613434
EQPT,5685427531
EQR,23484611387
EQT,36542288593
EQX,12318494304
ERAS,5908299388
ERIC,38332269227
ES,26027290141
ESAB,6669570735
ESGV,0
ESI,9504429714
ESNT,5833296859
ESPO,0
ESS,16439733581
ET,64884332885
ETHA,0
ETHV,0
ETN,157603524961
ETR,52884898084
ETSY,5957700442
EVR,14373213134
EVRG,18968505353
EVV,0
EW,46694111716
EWBC,16166229951
EXAS,0
EXC,48109692779
EXE,23034961273
EXEL,11402426931
EXG,0
EXP,6326660737
EXPD,19588544231
EXPE,32574670638
EXR,30699642435
EZM,0
F,51622628699
FAF,6752025060
FAN,0
FANG,50712065567
FAST,52565166602
FCFS,9064111771
FCN,5489450512
FCX,100905924757
FDIS,0
FDN,0
FDS,8478616187
FDX,93624518919
FE,28977772365
FER,51836931032
FERG,50937766339
FEZ,0
FFIV,17570146398
FFWM,0
FHLC,0
FHN,11601534957
FICO,25466185292
FIG,9870868763
FIGR,7933566454
FINX,0
FIS,24948578868
FISV,34095944687
FITB,45586066489
FIVE,13050632417
FIX,58070082014
FLEX,30086757201
FLG,6094298637
FLR,6974550963
FLRN,0
FLS,10711811518
FLTR,0
FLUT,19283937029
FLY,6993118360
FMCC,0
FMCKJ,0
FMCXF,0
FMS,13076305596
FMX,40919765711
FN,24716079857
FNB,6375514958
FND,5832818012
FNF,13475537428
FNGD,0
FNGU,0
FNMA,0
FNMAS,0
FNV,50403718313
FORM,10696128712
FOX,24898432445
FOXA,27680522795
FPS,10256209270
FR,8451364530
FRGE,0
FRO,8265987869
FROG,5345405058
FRT,9721265609
FSLR,20462922734
FSOL,0
FSS,6956319330
FSSL,0
FSV,6998137730
FTAI,26581726426
FTEC,0
FTI,28285836317
FTNT,60555346033
FTS,28954393426
FTV,18631638179
FUJIY,0
FUTU,23398181975
FVAV,0
FWONK,22662957823
FXI,0
FXY,0
G,6273069949
GAP,9871491961
GBCI,6367461442
GD,91082754932
GDDY,11431114909
GDE,0
GDMN,0
GDS,8956859186
GDX,0
GDXD,0
GDXJ,0
GDXU,0
GE,317764026856
GEHC,34066622076
GEN,12185955133
GEV,269595559564
GFI,44715411380
GFL,13984286418
GFS,30463844766
GGAL,7693955367
GGB,8493118731
GGG,14341444315
GGN,0
GH,11852561049
GIB,16370994260
GIL,11088427922
GILD,170869121474
GIS,18945683239
GKOS,7247654949
GL,11913148815
GLBE,5682240646
GLD,0
GLDD,0
GLIN,0
GLL,0
GLNG,5266387653
GLNK,0
GLPI,13518178471
GLTO,0
GLW,141029510157
GLXY,10093370927
GM,73510665806
GMAB,18340065484
GME,11007610104
GME-WT,0
GMED,12882853108
GNR,0
GNRC,12445142907
GOEX,0
GOF,0
GOLF,5853693386
GOOG,4105721800000
GOOGL,4133302960000
GPC,15830704669
GPN,19919336851
GPZ,0
GRAB,17263028306
GREK,0
GRFS,6016105445
GRID,0
GRMN,51473223559
GRNB,0
GS,273149640595
GSAT,10289861903
GSK,118999722526
GSOL,0
GTBIF,0
GTES,6493628780
GTLS,9970403022
GVA,5406201444
GWRE,11882522489
GWW,55041932756
GXIG,0
GXO,6744011309
H,16237261853
HACK,0
HACQU,0
HAL,31026099528
HALO,8209084247
HAP,0
HAS,13667621390
HASI,5219003593
HBAN,34325466271
HBM,10270351473
HCA,109101655408
HCICU,0
HD,348012063705
HDB,140796909208
HDV,0
HEDJ,0
HEI,40679379596
HEI-A,0
HI,0
HIG,38458962091
HII,15546500883
HIMS,6569195236
HIO,0
HIX,0
HL,13102857510
HLI,11340111088
HLN,43419048514
HLNE,5955666673
HLT,78026277713
HMC,36220913100
HMY,11851113407
HODL,0
HOLX,0
HOMB,5287493046
HON,147989685942
HOOD,81702986393
HPE,35082022113
HPQ,18245562858
HQY,7268522052
HR,6428206423
HRL,11660522346
HSBC,316574021100
HSIC,9045588860
HST,14516479275
HSY,39044358084
HTHIY,0
HTHT,17087298194
HUBB,28398456788
HUBS,11734241855
HUM,24739056670
HUT,8305457572
HWC,5605508060
HWM,102458449389
HXL,6692058957
HYD,0
HYEM,0
HYG,0
HYMB,0
HYT,0
HYZD,0
IACOU,0
IAG,11207772903
IBB,0
IBIT,0
IBKR,36411322336
IBM,237763580382
IBN,102751768973
IBP,8017925434
IBRX,7916458211
ICE,91331295904
ICL,6763125100
ICLN,0
ICLR,9664981005
IDA,8131251586
IDCC,9581677453
IDXX,46856534806
IEF,0
IEFA,0
IEMG,0
IEX,15279802687
IFF,19385631714
IFN,0
IFNNY,0
IFRA,0
IFS,5678872609
IGD,0
IGR,0
IGV,0
IHDG,0
IHF,0
IHG,22231856901
IHI,0
IJH,0
IJR,0
ILMN,20431480068
IMO,58969330420
IMVT,5963492874
INCY,19467597021
INFY,60069924520
ING,83764351676
INGM,6903066713
INGR,7266993093
INSM,31186318488
INTC,343412786955
INTU,108753287500
INVH,16471706094
IONQ,16898472444
IONS,12506687153
IOT,17781533014
IP,19659823014
IPGP,5306271493
IQDG,0
IQV,29948378989
IR,33600823885
IREN,15989332030
IRM,35123323923
ISRA,0
ISRG,166630658503
IT,10438425732
ITA,0
ITB,0
ITM,0
ITOT,0
ITT,19580967527
ITUB,106534970573
ITW,78432136972
IVE,0
IVV,0
IVW,0
IVZ,10998789718
IWF,0
IWM,0
IWN,0
IWO,0
IX,37482273124
IYE,0
IYF,0
IYH,0
IYR,0
IYT,0
IYW,0
IYZ,0
IZRL,0
J,15142404707
JAZZ,12522606397
JBHT,23185568662
JBL,33939138471
JBS,18965229244
JBTM,6882585913
JCI,86213068562
JD,45924105347
JEF,9831149644
JEPI,0
JETS,0
JFR,0
JHG,7944138348
JHX,12685470000
JKHY,11118104714
JLL,16230755445
JNJ,564049043625
JNK,0
JOBY,9029461665
JPC,0
JPM,832265928682
JQC,0
JRI,0
JXN,7723665371
KB,41914264665
KBE,0
KDP,36045410545
KEP,20273225552
KEX,7619007890
KEY,23384722507
KEYS,57340144178
KGC,41922515713
KGS,5432827315
KHC,26644078993
KIE,0
KIM,16313813698
KIO,0
KKR,92364672618
KLAC,234815884010
KLAR,10627006155
KMB,32807542711
KMI,71238700794
KMX,5797630829
KNF,5057903558
KNSL,8318827719
KNTK,7567463028
KNX,10465535406
KO,325996538904
KOLD,0
KOMP,0
KR,41771530914
KRAQU,0
KRE,0
KRG,5425540115
KRMA,0
KRMN,11076548070
KRYS,8071575911
KSPI,16076304513
KT,11155899089
KTOS,13298814252
KTWOU,0
KVUE,33809726166
KVYO,5690132895
KWEB,0
KXIAY,0
KYMR,7160854378
L,22912233172
LABD,0
LABU,0
LAD,6616034526
LAMR,13698665697
LAZ,5479178243
LB,5182701201
LBRDK,7925379628
LDDFF,0
LDOS,19569746974
LEA,6348114389
LECO,14330931387
LEN,22854018886
LEVI,8807254148
LFUS,9800391392
LGN,7969958244
LH,22246389611
LHX,65440438313
LI,19645218700
LII,16942324888
LIN,228096505408
LINE,8558657487
LIT,0
LITE,63836598000
LKNCY,0
LKQ,7942107846
LLY,875875447253
LLYVK,8874164009
LMND,5418641092
LMT,136477361658
LNC,7012435077
LNG,52759073492
LNT,18810276257
LNTH,5445919847
LOAR,6317779303
LOGI,14818676551
LOW,140979166348
LPL,5080000000
LPLA,25452498473
LPX,5376234427
LQD,0
LRCX,334171119600
LSCC,16021935125
LSEGY,0
LSTR,5871894306
LTH,6360385114
LTM,15980430835
LULU,18481541205
LUMN,8828458791
LUNR,5979364740
LUV,20968934440
LVS,38250953682
LW,6188423030
LYB,21389920583
LYFT,5814431635
LYG,84183359032
LYV,36760588908
M,5153899690
MA,464901757724
MAA,14885516550
MAC,5723757658
MAGS,0
MANH,7915836048
MAR,100125748114
MAS,13509979166
MASI,9310626854
MATX,5374060181
MBLY,6621672515
MC,5246788856
MCD,221323291188
MCHI,0
MCHP,42619828672
MCHPP,36959551781
MCK,106120682129
MCO,81054064481
MCY,5332263121
MDB,21167726021
MDGL,12204522307
MDLN,62584354148
MDLZ,73477889778
MDT,110658045047
MDY,0
MDYG,0
MDYV,0
MEDP,14867315103
MELI,94085351271
MET,50912365935
META,1741725414737
METV,0
MEVOU,0
MFC,65074397499
MFG,110816536383
MGA,17066671404
MGC,0
MGK,0
MGM,9873121992
MGV,0
MGY,5280375387
MHK,6687241531
MICC,8926746995
MIDD,6718207288
MIRM,5910461385
MJ,0
MKC,14599827620
MKSI,18755151846
MKTX,6007656785
MLI,13502971745
MLM,37480566500
MLN,0
MLPA,0
MLPX,0
MMM,80736329310
MMYT,5676608821
MNSO,5008861367
MNST,75024950008
MO,107248191402
MOAT,0
MOD,12851120021
MOG-A,0
MOH,7760007145
MOO,0
MORN,7097989605
MORT,0
MOS,7801104189
MOTI,0
MP,10835937776
MPC,63078029655
MPLX,56729618352
MPWR,72122415300
MRCY,5044229820
MRK,294255878755
MRNA,21304646227
MRP,5151088512
MRSH,84928267658
MRVL,122153072244
MS,298597458219
MSCI,41572493121
MSDL,0
MSFT,3139481717042
MSGS,8087777275
MSI,73455347918
MSM,5444962009
MSOS,0
MSTR,57548378988
MT,47235468327
MTB,32599765135
MTCH,8261205378
MTDR,6908296720
MTG,6012245479
MTSI,20776065331
MTZ,29236443484
MU,513197934589
MUFG,219671329129
MUR,5285267048
MUSA,9085983581
MUZEU,0
MWH,6979845329
MYRG,5117812241
NAC,0
NAD,0
NBIS,37416421703
NBIX,13402550301
NBXG,0
NCLH,9561903005
NDAQ,50369810080
NDSN,15724838440
NE,7458572461
NEA,0
NEE,191806156603
NEM,125812209645
NET,70744520095
NFG,8315762277
NFLX,410858598817
NGD,0
NGG,86251496281
NI,23157774690
NICE,6252226795
NIO,17113705760
NJR,5615059901
NKE,68165230129
NLR,0
NLY,16379223053
NMR,25452976409
NMZ,0
NNN,8588128259
NOBL,0
NOC,94488979356
NOK,59202491266
NOKBF,0
NONOF,0
NORW,0
NOV,6888050668
NOW,100154797590
NRG,35987576673
NRK,0
NSC,74030366742
NTAP,20626946712
NTES,75426742011
NTNX,10621744485
NTR,34133509853
NTRA,29536792500
NTRS,29495677786
NTSI,0
NTSX,0
NU,74486033515
NUE,44606580590
NUV,0
NUVL,8459975478
NVDA,4900824000000
NVG,0
NVMI,16805564275
NVO,180921800000
NVS,289981810658
NVT,21779143892
NWG,69518502855
NWS,16639126678
NWSA,14445383341
NXE,8388972793
NXPI,54589235305
NXST,6089255238
NXT,16538724152
NYT,12869159345
NZF,0
O,60693211767
OBDC,5856746060
OBICY,0
OC,9874267989
ODFL,45386762793
OGE,9938943377
OGS,5583306630
OHI,13838587400
OIH,0
OILU,0
OKE,52613857410
OKLO,11596130726
OKTA,12780153087
OLLI,5779868117
OMC,22420082742
OMF,6942431313
ON,32650100667
ONB,9256111857
ONC,35931129490
ONLN,0
ONOF,0
ONON,23578350469
ONTF,0
ONTO,14463439541
OPEN,5069541794
OR,8014691000
ORA,6877965259
ORANY,0
ORCL,503480612760
ORI,10365781238
ORLA,5677777501
ORLY,78407107521
OS,0
OSIS,5101218974
OSK,9263934394
OTEX,5881647176
OTF,5614560107
OTIS,31653532545
OUNZ,0
OUT,5283265572
OVV,14962945801
OWL,15312510471
OXY,53343283786
OZK,5513123712
PAA,16058094283
PAACU,0
PAAS,24916451027
PACS,5532209021
PAG,10606669817
PANW,136965600000
PATH,5454026688
PAVE,0
PAYC,6050261754
PAYX,32948429417
PB,7109305991
PBA,24693817666
PBE,0
PBR,131787292491
PBR-A,0
PBW,0
PCAR,66440699331
PCG,45072188655
PCN,0
PCOR,8321570722
PCTY,5429693020
PCVX,8973434508
PDD,148764752753
PEG,40687201858
PEGA,7371996455
PEN,13033795193
PEP,215525581952
PFE,156771094915
PFFD,0
PFFV,0
PFG,20836890202
PFGC,14688753789
PFN,0
PFXF,0
PG,341465420647
PGR,118692908991
PH,124802903875
PHG,28253281340
PHK,0
PHM,24241787803
PHO,0
PINS,11585124872
PIT,0
PJP,0
PKG,18997675104
PL,13319814559
PLD,135266671088
PLNT,5777959249
PLTR,349970285383
PLXS,6124457586
PM,245628470770
PML,0
PNC,90681817200
PNFP,14664702708
PNR,14718783024
PNW,12591508834
PODD,14111096453
PONY,5068100755
POOL,8353786930
POR,6065254009
POWL,8779243554
PPC,8067933019
PPG,25703274953
PPH,0
PPL,29349482085
PPLT,0
PR,16358736981
PRAX,9538910303
PRI,8567949707
PRIM,8937898130
PRMB,7586765984
PRNT,0
PRU,35355771160
PSA,54281145169
PSCT,0
PSI,0
PSKY,13051840620
PSN,5965890902
PSO,9320431271
PSTG,0
PSX,62701647755
PTC,16628517250
PTCT,5995373694
PTGX,6762447722
PTY,0
PUK,39478441963
PWR,90316138634
PX,0
PYPL,46778965379
Q,28563988703
QBTS,7954538566
QCLN,0
QCOM,145325400000
QDTE,0
QGEN,8498522814
QGRW,0
QHY,0
QIPT,0
QLD,0
QQQ,0
QQQJ,0
QRVO,7592595110
QSR,35702973840
QTEC,0
QUAL,0
QUS,0
QVCC,0
QXO,17747372925
QYLD,0
QYLG,0
R,8953923630
RAAX,0
RACE,87226219502
RAL,5297332613
RAPT,0
RBA,19343535848
RBLX,42763322876
RBRK,10772086816
RCI,18000272943
RCL,77230419940
RDDT,31291661419
RDTE,0
RDY,11098256355
REG,14816937053
REGN,79350114789
RELX,66903494517
REMX,0
REXR,8309532980
REZI,6092233228
RF,24389184187
RFAMU,0
RGA,13827034020
RGEN,7400148742
RGLD,22747060028
RGTI,6579902534
RHP,6534334023
RIG,6574098724
RIO,125789432947
RIOT,6865969125
RITM,5672395026
RIVN,21382254064
RJF,29908564865
RKLB,48825067040
RKT,46893529720
RL,23420327461
RLI,5425940608
RMBS,13681877613
RMD,33232156836
RNR,13602080282
ROAD,7100591841
ROBO,0
ROIV,21349364917
ROK,46710553093
ROKU,17129633642
ROL,26509386420
ROP,37104005243
ROST,73391791077
RPM,14014668930
RPRX,28846859350
RRC,9822076389
RRR,5977077009
RRX,13672549387
RS,16637985121
RSG,64157842831
RSI,5318519540
RSP,0
RSSL,0
RTH,0
RTO,8542014000
RTX,264376256292
RUSHA,5788174136
RVMD,29454511996
RVTY,10505040605
RWR,0
RY,249195878174
RYAAY,32642281932
RYAN,9856074934
RYI,0
RYLD,0
RYN,6441552952
RYTM,6056200109
SAAQU,0
SAIA,11580439843
SAIL,6523205662
SAN,189583597856
SANM,9506164952
SAP,222629536923
SARO,8901842823
SATS,38481153177
SBAC,23666765498
SBRA,5214373428
SBS,23861090238
SBSW,9765457061
SBUX,113926208200
SCCO,159168110894
SCHD,0
SCHW,160391816415
SCHX,0
SCI,11511081774
SCO,0
SDIV,0
SDS,0
SDY,0
SE,54069180572
SEE,0
SEIC,9653161839
SF,12742135236
SFD,11410840627
SFGYY,0
SFM,7011366255
SGHC,5708648425
SGI,17881056446
SGOV,0
SHEL,255150941629
SHG,34793106411
SHLD,0
SHM,0
SHNY,0
SHOP,171034206569
SHW,85476059351
SHY,0
SHYD,0
SIL,0
SIRI,8575302179
SITE,6396582560
SITM,13294234486
SJM,10184914465
SJNK,0
SKM,14514667200
SKYY,0
SLAB,7018646082
SLB,79124891434
SLF,38936035678
SLV,0
SLX,0
SLYG,0
SLYV,0
SM,6226096857
SMB,0
SMCI,17107138064
SMFG,140228481027
SMH,0
SMHX,0
SMMT,19516839471
SMOG,0
SMOT,0
SMTC,10011770198
SN,16892645936
SNA,19795845823
SNAP,10184380500
SNDK,135939019202
SNDR,5153140205
SNEX,8344023958
SNN,14598258664
SNOW,49773886000
SNPS,86122456099
SNSR,0
SNX,17229419052
SNY,117211332468
SO,106637506661
SOBO,6688490305
SOFI,24778376606
SOLS,12894197117
SOLV,12221602302
SOMN,57781258238
SON,5662568525
SONY,130742549802
SOXL,0
SOXQ,0
SOXS,0
SOXX,0
SPAB,0
SPBO,0
SPDW,0
SPEM,0
SPFF,0
SPG,66993441399
SPGI,134159296505
SPGM,0
SPHY,0
SPIB,0
SPLG,0
SPMB,0
SPMD,0
SPOT,110451792313
SPPP,0
SPSB,0
SPSM,0
SPTI,0
SPTL,0
SPTM,0
SPTS,0
SPXC,11215511630
SPXS,0
SPY,0
SPYD,0
SPYG,0
SPYV,0
SPYX,0
SQM,25364637350
SQQQ,0
SR,5455206038
SRAD,5430813281
SRE,61426326915
SRET,0
SRLN,0
SRRK,5739559476
SSACU,0
SSB,9819855486
SSD,7261269553
SSL,7896401265
SSNC,17359587326
SSO,0
SSRM,6501845359
ST,5929667454
STAG,7599014099
STE,22144359895
STEP,6550317440
STLA,24976305150
STLD,28990756112
STM,39301327681
STN,10402909944
STRC,34286420126
STRL,14225122319
STT,40289227682
STWD,6724129450
STX,119449522449
STZ,28136856945
SU,72591473519
SUI,16077672626
SUN,12914073253
SUZ,12198734985
SVIVU,0
SVIX,0
SVXY,0
SW,22144477766
SWK,11063369247
SWKS,8872444218
SWX,6584457684
SYF,27230692497
SYK,131486153740
SYM,38039192101
SYRE,6767902226
SYY,36528040599
T,185134076877
TAK,56084873383
TAL,7710674149
TAN,0
TAP,8381818047
TCGL,0
TCOM,36054010871
TD,175811206683
TDG,71488753930
TDS,5216189717
TDY,29442305893
TEAM,17655028314
TECH,9266728485
TECK,29069053245
TEI,0
TEL,72225911956
TELFY,0
TEM,10023336119
TEO,5143006968
TER,59552075223
TERN,6076515089
TETH,0
TEVA,37726663842
TEX,6915234000
TFC,62757863159
TFI,0
TFII,10811897322
TFPM,7512118240
TFX,5815909948
TGNA,0
TGT,57893058498
TGTX,5641786084
THAR,0
THC,17100404320
THG,6399083280
THS,0
TIGO,13634472664
TIMB,12836147526
TIP,0
TIPX,0
TJX,177842335885
TKC,5825600000
TKO,36167419993
TKR,7512304755
TLK,18336416293
TLN,16585065807
TLT,0
TM,283422754604
TME,15612957400
TMHC,5745336072
TMO,195623602890
TMTNY,0
TMTSU,0
TMUS,217805207618
TNA,0
TOL,13891622760
TOST,17128120000
TOTL,0
TPG,16982987499
TPL,29133321889
TPR,31554049155
TQQQ,0
TRGP,50585863700
TRI,41282790969
TRMB,16081428171
TRNO,7112806428
TROW,21103419309
TRP,63150055537
TRU,15097593577
TRV,63965077359
TS,31414811424
TSCO,23675544193
TSEM,25307287278
TSI,0
TSLA,1503299301430
TSM,1921615533084
TSN,22821758576
TT,105378333290
TTAN,6126249251
TTC,9005070219
TTD,10563096869
TTE,189974707274
TTEK,8244127003
